X In-Phase_x,X In-Phase_y,X Quadrature_x,X Quadrature_y,Y In-Phase_x,Y In-Phase_y,Y Quadrature_x,Y Quadrature_y,Z In-Phase_x,Z In-Phase_y,Z Quadrature_x,Z Quadrature_y
29.9641411304,1.196976968,29.9641411304,0.0001014704,29.9641411304,2.4400654069,29.9641411304,0.0001216415,29.9641411304,-1.3303049669,29.9641411304,0.0001321126
30.1609399319,1.1969250031,30.1609399319,0.0000926961,30.1609399319,2.4401881423,30.1609399319,0.0000100216,30.1609399319,-1.3302480525,30.1609399319,0.0001136178
30.3465371132,1.1969207818,30.3465371132,0.0001017894,30.3465371132,2.4401183928,30.3465371132,-0.0000233752,30.3465371132,-1.3302546622,30.3465371132,0.0001224929
30.5412800312,1.1969054375,30.5412800312,0.0000708829,30.5412800312,2.4399628462,30.5412800312,-0.0000653542,30.5412800312,-1.3302495595,30.5412800312,0.0000777674
30.7315571308,1.1969221158,30.7315571308,0.0000397538,30.7315571308,2.4400551248,30.7315571308,-0.0001585375,30.7315571308,-1.3302460643,30.7315571308,0.0000650354
30.9249351025,1.1969335128,30.9249351025,0.0000060891,30.9249351025,2.4397822936,30.9249351025,-0.0001583184,30.9249351025,-1.3302794257,30.9249351025,-0.0000038675
31.1159520149,1.19694222,31.1159520149,0.0000225448,31.1159520149,2.4400166534,31.1159520149,-0.0001207055,31.1159520149,-1.3302767880,31.1159520149,0.0000334648
31.3110039234,1.1969266734,31.3110039234,-0.0000028267,31.3110039234,2.4397503068,31.3110039234,-0.0000906384,31.3110039234,-1.3302716146,31.3110039234,-0.0000016499
31.4971969128,1.1968955053,31.4971969128,-0.0000037825,31.4971969128,2.4397753351,31.4971969128,-0.0000780896,31.4971969128,-1.3302455897,31.4971969128,-0.0000191064
31.6891889572,1.1968993344,31.6891889572,0.0000171187,31.6891889572,2.4400039931,31.6891889572,-0.0000744186,31.6891889572,-1.3302055318,31.6891889572,0.000037138
31.8794910908,1.1969360826,31.8794910908,0.0000392386,31.8794910908,2.4396889104,31.8794910908,0.0000033168,31.8794910908,-1.3302515829,31.8794910908,0.0000136601
32.0741119385,1.1969112169,32.0741119385,0.0000681698,32.0741119385,2.4399871135,32.0741119385,0.0000048651,32.0741119385,-1.3302465946,32.0741119385,0.0001008391
32.2641470432,1.1969000395,32.2641470432,0.0000610705,32.2641470432,2.4398114641,32.2641470432,-0.0000113359,32.2641470432,-1.3302182827,32.2641470432,0.0000598491
32.4581429958,1.1968986931,32.4581429958,-0.0000047070,32.4581429958,2.439798797,32.4581429958,-0.000136263,32.4581429958,-1.3301970674,32.4581429958,-0.0000144989
32.651072979,1.1968867529,32.651072979,0.0000132445,32.651072979,2.4399758991,32.651072979,-0.0001727977,32.651072979,-1.3301600478,32.651072979,0.0000218751
32.8391520977,1.1968991492,32.8391520977,-0.0000125753,32.8391520977,2.4396328236,32.8391520977,-0.0001625785,32.8391520977,-1.3302056342,32.8391520977,-0.0000091629
33.0341610909,1.1969120559,33.0341610909,0.0000297250,33.0341610909,2.4399624504,33.0341610909,-0.0001358111,33.0341610909,-1.3302110324,33.0341610909,0.0000865133
33.2265930176,1.1969125525,33.2265930176,-0.0000119169,33.2265930176,2.4395491243,33.2265930176,-0.0001158829,33.2265930176,-1.3302536935,33.2265930176,0.0000168147
33.4156310558,1.1969365371,33.4156310558,-0.000005023,33.4156310558,2.4399364191,33.4156310558,-0.0001410582,33.4156310558,-1.3302608680,33.4156310558,0.0000376155
33.6091690063,1.1969172158,33.6091690063,0.0000246928,33.6091690063,2.4399662043,33.6091690063,-0.0000846465,33.6091690063,-1.3302310814,33.6091690063,0.0000592643
33.8026099205,1.1969308153,33.8026099205,0.0000375762,33.8026099205,2.4397324069,33.8026099205,-0.0000311323,33.8026099205,-1.3302686152,33.8026099205,0.0000452998
33.9881210327,1.1969509474,33.9881210327,0.0000765580,33.9881210327,2.4399984843,33.9881210327,-0.0000076163,33.9881210327,-1.3302471338,33.9881210327,0.0000862674
34.1792080402,1.1969348155,34.1792080402,0.0000328537,34.1792080402,2.4396489187,34.1792080402,-0.0000406392,34.1792080402,-1.3302585142,34.1792080402,0.0000111716
34.3755459785,1.1969319298,34.3755459785,0.0000163046,34.3755459785,2.4400480062,34.3755459785,-0.0000986879,34.3755459785,-1.3302068401,34.3755459785,0.0000307019
34.5668070316,1.1969205266,34.5668070316,0.000013285,34.5668070316,2.4400115352,34.5668070316,-0.0000888535,34.5668070316,-1.3302145015,34.5668070316,0.0000092695
34.7602319717,1.1969095546,34.7602319717,-0.0000354517,34.7602319717,2.4398385273,34.7602319717,-0.0001435489,34.7602319717,-1.3301942757,34.7602319717,-0.0000473388
34.9481160641,1.1968801781,34.9481160641,0.0000389708,34.9481160641,2.4400077185,34.9481160641,-0.0000771218,34.9481160641,-1.3301536668,34.9481160641,0.0000610404
35.1427180767,1.1968811354,35.1427180767,-0.0000102483,35.1427180767,2.4395614391,35.1427180767,-0.0001251823,35.1427180767,-1.3301796667,35.1427180767,-0.0000368121
35.3269429207,1.1968934585,35.3269429207,0.0000501125,35.3269429207,2.4399705118,35.3269429207,-0.0000873625,35.3269429207,-1.3301730379,35.3269429207,0.0000803966
35.5265889168,1.1968984394,35.5265889168,-0.0000023738,35.5265889168,2.4395851882,35.5265889168,-0.0001309495,35.5265889168,-1.3302030417,35.5265889168,-0.0000079387
35.7181470394,1.1968779663,35.7181470394,0.000046285,35.7181470394,2.4398343706,35.7181470394,-0.0000814354,35.7181470394,-1.3302130547,35.7181470394,0.0000477393
35.9083039761,1.1969045348,35.9083039761,0.0000327572,35.9083039761,2.4399685612,35.9083039761,-0.0001228434,35.9083039761,-1.3302410995,35.9083039761,0.0000770879
36.0994250774,1.1968910474,36.0994250774,0.0000268594,36.0994250774,2.4397094787,36.0994250774,-0.0001066226,36.0994250774,-1.3302393756,36.0994250774,0.0000273347
36.2941529751,1.1968883531,36.2941529751,0.0000222443,36.2941529751,2.4399307669,36.2941529751,-0.0001464654,36.2941529751,-1.3302432419,36.2941529751,0.0000435524
36.4816820621,1.1968969856,36.4816820621,-0.0000204016,36.4816820621,2.4396700635,36.4816820621,-0.0001639857,36.4816820621,-1.3302225887,36.4816820621,-0.0000316820
36.6752529144,1.1969096542,36.6752529144,0.0000070541,36.6752529144,2.4399273702,36.6752529144,-0.0001289194,36.6752529144,-1.3302293297,36.6752529144,0.0000336801
36.8699409962,1.1969035822,36.8699409962,-0.0000266214,36.8699409962,2.4397540307,36.8699409962,-0.0001591483,36.8699409962,-1.3302227223,36.8699409962,-0.0000258614
37.0587289333,1.1968900622,37.0587289333,-0.0000345567,37.0587289333,2.4395893842,37.0587289333,-0.0001124069,37.0587289333,-1.3302556357,37.0587289333,-0.0000254518
37.2457349300,1.1969042671,37.2457349300,-0.0000202272,37.2457349300,2.4399173599,37.2457349300,-0.0001470420,37.2457349300,-1.3301897465,37.2457349300,0.0000217761
37.4446480274,1.1969004396,37.4446480274,-0.0000591794,37.4446480274,2.4395461073,37.4446480274,-0.0001600755,37.4446480274,-1.3302427073,37.4446480274,-0.0000432086
37.6332960129,1.1969054531,37.6332960129,-0.0000007394,37.6332960129,2.4399174943,37.6332960129,-0.0001278271,37.6332960129,-1.3302292457,37.6332960129,0.0000427088
37.8246150017,1.1968740952,37.8246150017,0.0000227642,37.8246150017,2.4396158068,37.8246150017,-0.0000632003,37.8246150017,-1.3302188152,37.8246150017,0.0000449864
38.0154769421,1.1968895874,38.0154769421,0.0000265917,38.0154769421,2.4398557769,38.0154769421,-0.0001535399,38.0154769421,-1.3301849914,38.0154769421,0.0000556628
38.2077870369,1.1968844882,38.2077870369,0.0000354079,38.2077870369,2.4398682786,38.2077870369,-0.0001543992,38.2077870369,-1.3301651706,38.2077870369,0.0000674738
38.4189069271,1.19916247,38.4189069271,0.0326343538,38.4189069271,2.4428969796,38.4189069271,0.0662821028,38.4189069271,-1.3279540530,38.4189069271,0.0305462356
38.6095030308,1.1991657231,38.6095030308,0.0325830598,38.6095030308,2.4428903808,38.6095030308,0.0662208099,38.6095030308,-1.3279878952,38.6095030308,0.0304982870
38.8014309406,1.1991780696,38.8014309406,0.0325904316,38.8014309406,2.4427645639,38.8014309406,0.0662853268,38.8014309406,-1.3280490387,38.8014309406,0.030498049
38.9906110764,1.1991792307,38.9906110764,0.0326265151,38.9906110764,2.4429091636,38.9906110764,0.066293189,38.9906110764,-1.3279917325,38.9906110764,0.030564007
39.1819589138,1.1991896720,39.1819589138,0.0325151296,39.1819589138,2.4427474420,39.1819589138,0.0661433187,39.1819589138,-1.3280266861,39.1819589138,0.0304248918
39.3760631084,1.199178135,39.3760631084,0.0325400622,39.3760631084,2.4429078489,39.3760631084,0.0661418042,39.3760631084,-1.3279763101,39.3760631084,0.0305136945
39.5671899319,1.1991667179,39.5671899319,0.0324817249,39.5671899319,2.4428954174,39.5671899319,0.0660669550,39.5671899319,-1.3280045425,39.5671899319,0.0304623804
39.7578649521,1.1991948164,39.7578649521,0.0324728309,39.7578649521,2.4427442702,39.7578649521,0.0660921412,39.7578649521,-1.3280425727,39.7578649521,0.030419286
39.9489960670,1.1991873512,39.9489960670,0.0325338003,39.9489960670,2.4429105926,39.9489960670,0.0661210697,39.9489960670,-1.327976708,39.9489960670,0.0305183443
40.1436910629,1.1992130029,40.1436910629,0.0324812735,40.1436910629,2.4427351697,40.1436910629,0.0661019518,40.1436910629,-1.3280393541,40.1436910629,0.0304312984
40.3324811459,1.1991556322,40.3324811459,0.0325529425,40.3324811459,2.4428817126,40.3324811459,0.0661581069,40.3324811459,-1.3279843015,40.3324811459,0.0305193349
40.5238909721,1.1991935026,40.5238909721,0.0325179797,40.5238909721,2.4427225417,40.5238909721,0.0661496939,40.5238909721,-1.3280189005,40.5238909721,0.0304536066
40.7190871239,1.1996571543,40.7190871239,0.0000567069,40.7190871239,2.4437450850,40.7190871239,0.0000937142,40.7190871239,-1.3283786682,40.7190871239,0.0000540064
40.9083669186,1.1996367037,40.9083669186,0.0000689537,40.9083669186,2.4437937603,40.9083669186,0.000087819,40.9083669186,-1.3283582231,40.9083669186,0.0001228447
41.0983259678,1.1996364747,41.0983259678,-0.0000105832,41.0983259678,2.4436501741,41.0983259678,-0.0000283967,41.0983259678,-1.3283832068,41.0983259678,-0.0000248841
41.2962980270,1.1996270493,41.2962980270,0.0000478085,41.2962980270,2.4437770570,41.2962980270,0.0000090726,41.2962980270,-1.3283606097,41.2962980270,0.0000796056
41.4944369793,1.1996101947,41.4944369793,0.000001624,41.4944369793,2.4437686926,41.4944369793,-0.0000423956,41.4944369793,-1.3283418296,41.4944369793,0.0000577372
41.6890079975,1.1996431057,41.6890079975,0.000014772,41.6890079975,2.4437592738,41.6890079975,-0.0000442634,41.6890079975,-1.3283570582,41.6890079975,0.0000593695
41.8823411465,1.1996341555,41.8823411465,-0.0000777919,41.8823411465,2.4435559837,41.8823411465,-0.0001417991,41.8823411465,-1.3283840965,41.8823411465,-0.0000753398
42.0682849884,1.1996330097,42.0682849884,-0.0000098508,42.0682849884,2.4437230253,42.0682849884,-0.0000937751,42.0682849884,-1.3283402498,42.0682849884,0.0000423647
42.2653360367,1.1996151074,42.2653360367,-0.0000195675,42.2653360367,2.4436816033,42.2653360367,-0.0001063079,42.2653360367,-1.3283406990,42.2653360367,-0.0000176876
42.4592881203,1.1996317313,42.4592881203,-0.0000057163,42.4592881203,2.4435747436,42.4592881203,-0.0000331335,42.4592881203,-1.3283810834,42.4592881203,-0.0000140043
42.6506199837,1.1996135723,42.6506199837,0.0000393576,42.6506199837,2.4437132367,42.6506199837,-0.0000084775,42.6506199837,-1.3283488899,42.6506199837,0.0000909259
42.8333060741,1.1995985908,42.8333060741,0.0000298061,42.8333060741,2.4435071047,42.8333060741,0.0000019677,42.8333060741,-1.3283852385,42.8333060741,0.0000257289
43.0329749584,1.1995926977,43.0329749584,0.0001160178,43.0329749584,2.443706148,43.0329749584,0.0001020443,43.0329749584,-1.3283314491,43.0329749584,0.0001680773
43.2202339172,1.1996193955,43.2202339172,0.0000595028,43.2202339172,2.4436358639,43.2202339172,0.0000183592,43.2202339172,-1.3283592701,43.2202339172,0.0000694675
43.4197270870,1.1996187717,43.4197270870,0.0000315572,43.4197270870,2.4436393445,43.4197270870,-0.0000293205,43.4197270870,-1.3283723364,43.4197270870,0.0000239898
43.6092209816,1.1996088857,43.6092209816,0.0000657841,43.6092209816,2.4437135561,43.6092209816,-0.0000079103,43.6092209816,-1.3283309268,43.6092209816,0.0000932075
43.8013420105,1.1995976405,43.8013420105,-0.0000057013,43.8013420105,2.4435509031,43.8013420105,-0.0000733467,43.8013420105,-1.3283694218,43.8013420105,-0.000020463
43.9885051250,1.1996139384,43.9885051250,0.0000410900,43.9885051250,2.4437205702,43.9885051250,-0.0000371106,43.9885051250,-1.3283327565,43.9885051250,0.00007593
44.1828651428,1.1996133367,44.1828651428,-0.0000605757,44.1828651428,2.4435311834,44.1828651428,-0.0001423263,44.1828651428,-1.3283605710,44.1828651428,-0.0000672661
44.3693220615,1.1996211340,44.3693220615,0.0000390311,44.3693220615,2.4437344190,44.3693220615,-0.0000103953,44.3693220615,-1.328366442,44.3693220615,0.0000860405
44.5672669411,1.1995936405,44.5672669411,0.0000501251,44.5672669411,2.4437251950,44.5672669411,-0.0000201421,44.5672669411,-1.3283229607,44.5672669411,0.0001037727
44.7587790489,1.1996011059,44.7587790489,0.0000340682,44.7587790489,2.4436148049,44.7587790489,0.0000109442,44.7587790489,-1.3283651302,44.7587790489,0.0000193665
44.9512150288,1.1995971226,44.9512150288,0.0000767817,44.9512150288,2.4437157561,44.9512150288,0.0000249165,44.9512150288,-1.3283226384,44.9512150288,0.0001221466
45.1415190697,1.1996063641,45.1415190697,0.0000411257,45.1415190697,2.4436022751,45.1415190697,0.0000287576,45.1415190697,-1.3283658643,45.1415190697,0.0000353607
45.3278510571,1.1995514233,45.3278510571,0.0000778808,45.3278510571,2.4437707534,45.3278510571,0.0000408610,45.3278510571,-1.3283143596,45.3278510571,0.0001132013
45.5253710747,1.1995882090,45.5253710747,0.0000727959,45.5253710747,2.4436997113,45.5253710747,0.0000778786,45.5253710747,-1.3283542569,45.5253710747,0.0000618294
45.7188000679,1.1996145181,45.7188000679,0.0000477668,45.7188000679,2.4437269337,45.7188000679,0.0000269891,45.7188000679,-1.3283699938,45.7188000679,0.0000173948
45.9074411392,1.1996017096,45.9074411392,0.0001290321,45.9074411392,2.4438125433,45.9074411392,0.0001259497,45.9074411392,-1.3283331559,45.9074411392,0.0001417716
46.0977349281,1.1996252690,46.0977349281,0.0000808113,46.0977349281,2.4436655353,46.0977349281,0.0000763559,46.0977349281,-1.3283652560,46.0977349281,0.0000348058
46.2927250862,1.1996054342,46.2927250862,0.0001478110,46.2927250862,2.4437965158,46.2927250862,0.0001555939,46.2927250862,-1.3283178319,46.2927250862,0.0001634568
46.4757080078,1.1996099963,46.4757080078,0.0000307706,46.4757080078,2.4436595857,46.4757080078,0.0000029091,46.4757080078,-1.3283526390,46.4757080078,0.0000202313
46.6745369434,1.1996072974,46.6745369434,0.0000492440,46.6745369434,2.4437551114,46.6745369434,0.0000014098,46.6745369434,-1.3283417953,46.6745369434,0.0000696868
46.8675251007,1.1996165645,46.8675251007,0.0000546715,46.8675251007,2.4437316933,46.8675251007,-0.0000006428,46.8675251007,-1.3283450924,46.8675251007,0.0000526334
47.0539319515,1.1996402937,47.0539319515,0.0000306279,47.0539319515,2.4435796306,47.0539319515,-0.0000167609,47.0539319515,-1.3283221706,47.0539319515,-0.0000086775
47.2512271404,1.1996172451,47.2512271404,0.0001041768,47.2512271404,2.4437548935,47.2512271404,0.0000798238,47.2512271404,-1.3282900923,47.2512271404,0.0001178122
47.4405090809,1.1996401013,47.4405090809,0.0000396690,47.4405090809,2.4435769722,47.4405090809,0.0000002749,47.4405090809,-1.3283544315,47.4405090809,0.0000084924
47.6251881123,1.1996394573,47.6251881123,0.0000787418,47.6251881123,2.4437528224,47.6251881123,0.0000496137,47.6251881123,-1.3282921060,47.6251881123,0.0000981949
47.821860075,1.1996112772,47.821860075,0.0000604360,47.821860075,2.4436225808,47.821860075,0.0000327123,47.821860075,-1.3282935478,47.821860075,0.0000407198
48.0169930458,1.1996368413,48.0169930458,0.0000316511,48.0169930458,2.4437527782,48.0169930458,-0.0000282044,48.0169930458,-1.3283056843,48.0169930458,0.0000448254
48.2070240974,1.1996236516,48.2070240974,0.0000770932,48.2070240974,2.4437755144,48.2070240974,0.0000310083,48.2070240974,-1.3282951103,48.2070240974,0.0001065080
48.3956120014,1.1996473989,48.3956120014,-0.0000072669,48.3956120014,2.4436171654,48.3956120014,-0.0000358060,48.3956120014,-1.3283540998,48.3956120014,-0.000024131
48.5917689800,1.1996219814,48.5917689800,0.0000384117,48.5917689800,2.4437820258,48.5917689800,-0.0000261476,48.5917689800,-1.3283077761,48.5917689800,0.0000523062
48.7850730419,1.1996186461,48.7850730419,0.0000286488,48.7850730419,2.443734101,48.7850730419,0.0000068166,48.7850730419,-1.3283366991,48.7850730419,0.0000538928
48.9682271481,1.1996434382,48.9682271481,0.0000022283,48.9682271481,2.4436546458,48.9682271481,-0.000020456,48.9682271481,-1.3283518992,48.9682271481,-0.0000085849
49.1673791409,1.1996273215,49.1673791409,0.0000676106,49.1673791409,2.4437716241,49.1673791409,0.0000822057,49.1673791409,-1.3283224716,49.1673791409,0.0000740707
49.359151125,1.1996394468,49.359151125,0.0000717491,49.359151125,2.4436198206,49.359151125,0.0000891004,49.359151125,-1.3283488938,49.359151125,0.0000402194
49.5527570248,1.1996030789,49.5527570248,0.0002012353,49.5527570248,2.4437822714,49.5527570248,0.0002510207,49.5527570248,-1.328301196,49.5527570248,0.0002073499
49.7415230274,1.1996063184,49.7415230274,0.0000670605,49.7415230274,2.4436605151,49.7415230274,0.000063196,49.7415230274,-1.3283319605,49.7415230274,0.0000395396
49.9660871029,1.1991722417,49.9660871029,0.0603394635,49.9660871029,2.4495046507,49.9660871029,0.1222086178,49.9660871029,-1.3243026402,49.9660871029,0.0570939380
50.1572079659,1.1991862376,50.1572079659,0.0603464351,50.1572079659,2.4494710404,50.1572079659,0.1221889967,50.1572079659,-1.324333575,50.1572079659,0.0571012606
50.3448660374,1.1991821693,50.3448660374,0.0604614146,50.3448660374,2.4497041474,50.3448660374,0.1225604953,50.3448660374,-1.3242513497,50.3448660374,0.0572970775
50.5457210541,1.1992244509,50.5457210541,0.0603879094,50.5457210541,2.4494845856,50.5457210541,0.1222332146,50.5457210541,-1.3243409385,50.5457210541,0.0571029626
50.7270030975,1.1992061492,50.7270030975,0.0604026859,50.7270030975,2.4495592037,50.7270030975,0.1223338825,50.7270030975,-1.3243099188,50.7270030975,0.0571128374
50.9252290726,1.1991846814,50.9252290726,0.0603913748,50.9252290726,2.4496660544,50.9252290726,0.1223907006,50.9252290726,-1.3242689898,50.9252290726,0.0571925239
51.1094789505,1.1991990576,51.1094789505,0.0603531660,51.1094789505,2.4495802614,51.1094789505,0.1223235184,51.1094789505,-1.3242963016,51.1094789505,0.0571082169
51.3067331314,1.1991613158,51.3067331314,0.0605520601,51.3067331314,2.449716363,51.3067331314,0.1227315648,51.3067331314,-1.3242262575,51.3067331314,0.0573789514
51.4986641407,1.1992018479,51.4986641407,0.0604515321,51.4986641407,2.4495230236,51.4986641407,0.1224277667,51.4986641407,-1.3243370053,51.4986641407,0.057175997
51.6929039955,1.1991605664,51.6929039955,0.0605212061,51.6929039955,2.4497196258,51.6929039955,0.1227031322,51.6929039955,-1.3242639008,51.6929039955,0.0573419623
51.8815591335,1.2007112637,51.8815591335,-0.0001011197,51.8815591335,2.4526389669,51.8815591335,-0.0002987921,51.8815591335,-1.3255604286,51.8815591335,-0.0001493529
52.0748560429,1.2007324302,52.0748560429,-0.0001092464,52.0748560429,2.452690932,52.0748560429,-0.0002969462,52.0748560429,-1.3255839197,52.0748560429,-0.0001546675
52.2659010887,1.2007098718,52.2659010887,-0.0000723351,52.2659010887,2.4527875612,52.2659010887,-0.0001462528,52.2659010887,-1.3255530723,52.2659010887,-0.0000779662
52.4567949772,1.2007179412,52.4567949772,-0.0001701653,52.4567949772,2.4526259728,52.4567949772,-0.0003998902,52.4567949772,-1.3255913654,52.4567949772,-0.0002675645
52.6457049847,1.2006690453,52.6457049847,-0.0001179171,52.6457049847,2.452763348,52.6457049847,-0.0002248775,52.6457049847,-1.3254831515,52.6457049847,-0.0000787313
52.8346619606,1.2007047523,52.8346619606,-0.0001829621,52.8346619606,2.4525629000,52.8346619606,-0.0004398314,52.8346619606,-1.3255690777,52.8346619606,-0.0002389759
53.0316441059,1.2006674611,53.0316441059,-0.0001098739,53.0316441059,2.4527652644,53.0316441059,-0.0001645107,53.0316441059,-1.3254801776,53.0316441059,-0.0000989244
53.2248151302,1.2006930135,53.2248151302,-0.0000961907,53.2248151302,2.4527452144,53.2248151302,-0.0002953312,53.2248151302,-1.3255284120,53.2248151302,-0.0001184335
53.4086909294,1.200731813,53.4086909294,-0.0001220536,53.4086909294,2.4525788793,53.4086909294,-0.0004145083,53.4086909294,-1.325607996,53.4086909294,-0.0002155655
53.6060159206,1.2006805862,53.6060159206,-0.0000105241,53.6060159206,2.4527773736,53.6060159206,-0.0000957974,53.6060159206,-1.3254994907,53.6060159206,-0.0000430735
53.8012950420,1.2007166215,53.8012950420,-0.0001437265,53.8012950420,2.452574311,53.8012950420,-0.0003634423,53.8012950420,-1.3255918266,53.8012950420,-0.0002068136
53.9862680435,1.2006874466,53.9862680435,-0.0001523915,53.9862680435,2.4525772566,53.9862680435,-0.0004131765,53.9862680435,-1.3255599283,53.9862680435,-0.0001843806
54.1819560528,1.2006838663,54.1819560528,-0.0001780781,54.1819560528,2.4525734397,54.1819560528,-0.0005014387,54.1819560528,-1.3255564283,54.1819560528,-0.0002398912
54.3745899200,1.2007055392,54.3745899200,-0.0001932696,54.3745899200,2.4526870238,54.3745899200,-0.0003743751,54.3745899200,-1.3255574483,54.3745899200,-0.0001826976
54.5640709400,1.2006789082,54.5640709400,-0.0001249829,54.5640709400,2.4527154544,54.5640709400,-0.0003385901,54.5640709400,-1.3255192812,54.5640709400,-0.0001453830
54.7576191425,1.2006866127,54.7576191425,-0.0001581610,54.7576191425,2.4525305594,54.7576191425,-0.0004766897,54.7576191425,-1.3255848227,54.7576191425,-0.0002459363
54.9448449612,1.2006607977,54.9448449612,-0.0000811792,54.9448449612,2.452763136,54.9448449612,-0.0001300704,54.9448449612,-1.3254845558,54.9448449612,-0.0000662893
55.1406559944,1.2007067727,55.1406559944,-0.0001770116,55.1406559944,2.4525685693,55.1406559944,-0.0004915921,55.1406559944,-1.3255684005,55.1406559944,-0.0002269323
55.3253951073,1.2006904950,55.3253951073,-0.0001012173,55.3253951073,2.45270811,55.3253951073,-0.0002272750,55.3253951073,-1.3255326201,55.3253951073,-0.0000778919
55.5197291374,1.2006711548,55.5197291374,-0.0002169423,55.5197291374,2.452674745,55.5197291374,-0.0004536033,55.5197291374,-1.3255529128,55.5197291374,-0.0001811231
55.7164559364,1.2007443575,55.7164559364,-0.0002127017,55.7164559364,2.4524990866,55.7164559364,-0.0005107090,55.7164559364,-1.3255978172,55.7164559364,-0.0002640493
55.9081239700,1.2006915784,55.9081239700,-0.0001364056,55.9081239700,2.4526857961,55.9081239700,-0.0002750786,55.9081239700,-1.3254520375,55.9081239700,-0.0000867644
56.0973370075,1.2007397586,56.0973370075,-0.0001900486,56.0973370075,2.4524627794,56.0973370075,-0.0005521457,56.0973370075,-1.3255616185,56.0973370075,-0.0002733816
56.2907509804,1.2007054135,56.2907509804,-0.0001821470,56.2907509804,2.4526740066,56.2907509804,-0.0003464567,56.2907509804,-1.3254952346,56.2907509804,-0.0001560936
56.4780230522,1.2007269101,56.4780230522,-0.0001493703,56.4780230522,2.4525928149,56.4780230522,-0.0004214546,56.4780230522,-1.3255412354,56.4780230522,-0.0001973233
56.6691069603,1.2007129033,56.6691069603,-0.0000992269,56.6691069603,2.4526826532,56.6691069603,-0.0002390746,56.6691069603,-1.3255002039,56.6691069603,-0.0001135742
56.8653640747,1.2007142671,56.8653640747,-0.0001376578,56.8653640747,2.452679909,56.8653640747,-0.0002578170,56.8653640747,-1.3254909533,56.8653640747,-0.0001484042
57.0517880917,1.2007278134,57.0517880917,-0.0001740157,57.0517880917,2.4524929086,57.0517880917,-0.0004904929,57.0517880917,-1.3255841650,57.0517880917,-0.0002467543
57.2503960133,1.2007158467,57.2503960133,-0.0001021346,57.2503960133,2.4527073757,57.2503960133,-0.0002023352,57.2503960133,-1.3255169694,57.2503960133,-0.0001156572
57.4361209869,1.200721771,57.4361209869,-0.0001854365,57.4361209869,2.4525624202,57.4361209869,-0.0004710864,57.4361209869,-1.3255193514,57.4361209869,-0.0002263479
57.6312470436,1.2007127992,57.6312470436,-0.0001439525,57.6312470436,2.4526560249,57.6312470436,-0.0003625114,57.6312470436,-1.3255118382,57.6312470436,-0.0001730679
57.8239579201,1.2007224707,57.8239579201,-0.0001624035,57.8239579201,2.4526513577,57.8239579201,-0.0003535626,57.8239579201,-1.3255313003,57.8239579201,-0.0001286288
58.0180339813,1.2007064622,58.0180339813,-0.0002021279,58.0180339813,2.4526102038,58.0180339813,-0.0004436648,58.0180339813,-1.3255259407,58.0180339813,-0.0001918645
58.2091031075,1.2006808535,58.2091031075,-0.0000544075,58.2091031075,2.4527363633,58.2091031075,-0.0001110213,58.2091031075,-1.3254573164,58.2091031075,-0.0000571325
58.3951060772,1.2006874419,58.3951060772,-0.0001991732,58.3951060772,2.4525039916,58.3951060772,-0.0005348940,58.3951060772,-1.3255350739,58.3951060772,-0.0002531806
58.5915799141,1.2006840126,58.5915799141,-0.0002544052,58.5915799141,2.4526834629,58.5915799141,-0.0004512535,58.5915799141,-1.3254487628,58.5915799141,-0.000169184
58.7781839371,1.2006735279,58.7781839371,-0.0002165802,58.7781839371,2.4526601741,58.7781839371,-0.0005235341,58.7781839371,-1.3254880203,58.7781839371,-0.0002302698
58.9712169170,1.2006557381,58.9712169170,-0.0003157846,58.9712169170,2.4525264087,58.9712169170,-0.0006711141,58.9712169170,-1.3255204264,58.9712169170,-0.0003614725
59.1842329502,1.1801866672,59.1842329502,0.1068694521,59.1842329502,2.4273284247,59.1842329502,0.2233409050,59.1842329502,-1.3003491603,59.1842329502,0.1059560995
59.3743860722,1.1802303292,59.3743860722,0.1068299754,59.3743860722,2.4277362338,59.3743860722,0.2232204243,59.3743860722,-1.3003601496,59.3743860722,0.1059220908
59.5646619797,1.1802561687,59.5646619797,0.1069962584,59.5646619797,2.429334054,59.5646619797,0.2236455139,59.5646619797,-1.3003316634,59.5646619797,0.1062835438
59.759002924,1.1802837031,59.759002924,0.1069936743,59.759002924,2.4275682704,59.759002924,0.2234755798,59.759002924,-1.3004685537,59.759002924,0.1060591212
59.9456069469,1.1801469036,59.9456069469,0.1071249304,59.9456069469,2.4293300772,59.9456069469,0.2238817046,59.9456069469,-1.3002177421,59.9456069469,0.1063431194
60.1394710541,1.1801235197,60.1394710541,0.1069692353,60.1394710541,2.427970004,60.1394710541,0.2234086556,60.1394710541,-1.3002815846,60.1394710541,0.1060077333
60.3323159218,1.1801002166,60.3323159218,0.1069857493,60.3323159218,2.4292960935,60.3323159218,0.2235375406,60.3323159218,-1.3001865622,60.3323159218,0.1060662042
60.5258231163,1.1801490402,60.5258231163,0.106935847,60.5258231163,2.4286602529,60.5258231163,0.2235332869,60.5258231163,-1.3002466872,60.5258231163,0.1061306828
60.7179501057,1.1802106693,60.7179501057,0.1071376587,60.7179501057,2.4277653365,60.7179501057,0.2237446996,60.7179501057,-1.3003852972,60.7179501057,0.1061969147
